schoolwebsite,domain,schdomain,ukdomain,urns,dqi
www.pebblebrookprimary.net/,pebblebrookprimary.net,0,0,{111219},0
www.pebsham-tkat.org,pebsham-tkat.org,0,0,{140411},0
www.pebworthfirst.org.uk/,pebworthfirst.org.uk,0,1,{116715},0
www.peckoverprimary.org/,peckoverprimary.org,0,0,{139466},0
www.pedmore.dudley.sch.uk,pedmore.dudley.sch.uk,1,1,{103848},0
www.peelcommoninfantschool.co.uk/,peelcommoninfantschool.co.uk,0,1,{116173},0
www.peelcommonjuniorschool.co.uk,peelcommonjuniorschool.co.uk,0,1,{116175},0
www.peelhall.co.uk/,peelhall.co.uk,0,1,{105913},0
www.peelhallprimary.co.uk/,peelhallprimary.co.uk,0,1,{105468},0
www.peelpark.eschools.co.uk,peelpark.eschools.co.uk,0,1,{101494},0
www.peel-park.lancsngfl.ac.uk/,peel-park.lancsngfl.ac.uk,0,1,{119184},0
www.pegasusacademytrust.org,pegasusacademytrust.org,0,0,"{136566,141120}",0
www.pegasusprimary.com,pegasusprimary.com,0,0,{139985},0
www.pegasusprimary.co.uk/,pegasusprimary.co.uk,0,1,{139631},0
www.pelhamprimary.co.uk,pelhamprimary.co.uk,0,1,"{101410,139494}",0
www.pells.esussex.dbprimary.com/,pells.esussex.dbprimary.com,0,0,{114536},0
www.pelsallvillage.co.uk,pelsallvillage.co.uk,0,1,{104214},0
www.peltonprimary.durham.sch.uk/,peltonprimary.durham.sch.uk,1,1,{134078},0
www.peltonroseberry.durham.sch.uk/,peltonroseberry.durham.sch.uk,1,1,{114208},0
www.pelyntprimaryschool.co.uk/,pelyntprimaryschool.co.uk,0,1,"{142955,111976}",0
www.pemberleyacademy.co.uk,pemberleyacademy.co.uk,0,1,{140380},0
www.pembertons.lancsngfl.ac.uk/,pembertons.lancsngfl.ac.uk,0,1,{119475},0
www.pembridgehall.co.uk,pembridgehall.co.uk,0,1,{100531},0
www.pembridgeprimary.org.uk,pembridgeprimary.org.uk,0,1,{116906},0
www.pembrokeparkschool.co.uk/,pembrokeparkschool.co.uk,0,1,{139386},0
www.pembrokepark.wilts.sch.uk,pembrokepark.wilts.sch.uk,1,1,{126266},0
www.penarthgroupschool.co.uk,penarthgroupschool.co.uk,0,1,{135526},0
www.pencalenick.org,pencalenick.org,0,0,{137478},0
www.pencombeprimary.org.uk/,pencombeprimary.org.uk,0,1,{116907},0
www.pencoys.cornwall.sch.uk/,pencoys.cornwall.sch.uk,1,1,"{143445,133407}",0
www.pendle.lancs.sch.uk,pendle.lancs.sch.uk,1,1,{119161},0
www.pendleprimaryacademy.co.uk,pendleprimaryacademy.co.uk,0,1,{139053},0
www.pendockprimary.co.uk,pendockprimary.co.uk,0,1,{116838},0
www.pendragon.cambs.sch.uk/,pendragon.cambs.sch.uk,1,1,{110617},0
www.pengreen.org,pengreen.org,0,0,{131232},0
www.penhaleinfants.co.uk/,penhaleinfants.co.uk,0,1,{116210},0
www.penistonestjohns.co.uk/,penistonestjohns.co.uk,0,1,{136941},0
www.penkethprimary.co.uk/,penkethprimary.co.uk,0,1,"{111239,143072}",0
www.penketh-south.warrington.sch.uk,penketh-south.warrington.sch.uk,1,1,{111198},0
www.penn.cumbria.sch.uk,penn.cumbria.sch.uk,1,1,{112284},0
www.pennfields.com,pennfields.com,0,0,{104412},0
www.pennine.org.uk,pennine.org.uk,0,1,{131958},0
www.pennineway.cumbria.sch.uk,pennineway.cumbria.sch.uk,1,1,{131177},0
www.pennineway.derbyshire.sch.uk,pennineway.derbyshire.sch.uk,1,1,"{112984,137543}",0
www.penningtonjunior.com,penningtonjunior.com,0,0,{116307},0
www.pennyacres.derbyshire.sch.uk,pennyacres.derbyshire.sch.uk,1,1,{112565},0
www.pennybridge.cumbria.sch.uk/,pennybridge.cumbria.sch.uk,1,1,{140306},0
www.pennyhill.sandwell.sch.uk/,pennyhill.sandwell.sch.uk,1,1,{135215},0
www.pennywellearlyyears.org,pennywellearlyyears.org,0,0,{108753},0
www.penpolschool.co.uk/,penpolschool.co.uk,0,1,{111849},0
www.penponds.cornwall.sch.uk/,penponds.cornwall.sch.uk,1,1,{140741},0
www.penriceacademy.org,penriceacademy.org,0,0,{136573},0
www.penruddock.cumbria.sch.uk,penruddock.cumbria.sch.uk,1,1,{112119},0
www.penrynprimary.org/,penrynprimary.org,0,0,{139073},0
www.pensansprimary.co.uk,pensansprimary.co.uk,0,1,"{134726,142238}",0
www.pensbyprimaryschool.org/,pensbyprimaryschool.org,0,0,{135497},0
www.pensford.bathnes.sch.uk/,pensford.bathnes.sch.uk,1,1,{109068},0
www.penshurstschool.org.uk,penshurstschool.org.uk,0,1,{118720},0
www.pensilva.cornwall.sch.uk,pensilva.cornwall.sch.uk,1,1,{111963},0
www.pentlandinf.co.uk,pentlandinf.co.uk,0,1,{107690},0
www.penwortham.wandsworth.sch.uk/,penwortham.wandsworth.sch.uk,1,1,{101016},0
www.peoversuperior.cheshire.sch.uk/,peoversuperior.cheshire.sch.uk,1,1,{141653},0
www.peppardprimary.co.uk/,peppardprimary.co.uk,0,1,{123135},0
www.percyhedley.org.uk,percyhedley.org.uk,0,1,{108657},0
www.percymainprimary.org.uk/,percymainprimary.org.uk,0,1,"{144150,108572}",0
www.percyshurmer.bham.sch.uk,percyshurmer.bham.sch.uk,1,1,{103367},0
www.perivale.ealing.sch.uk,perivale.ealing.sch.uk,1,1,{101906},0
www.perran-ar-worthal.eschools.co.uk/,perran-ar-worthal.eschools.co.uk,0,1,{111863},0
www.perranporth.cornwall.sch.uk/,perranporth.cornwall.sch.uk,1,1,"{142553,111876}",0
www.perrybeechesiii.co.uk,perrybeechesiii.co.uk,0,1,{139797},0
www.perrybeechesiv.co.uk,perrybeechesiv.co.uk,0,1,{141003},0
www.perrycourtprimary.co.uk/,perrycourtprimary.co.uk,0,1,{141112},0
www.perryfields-jun.essex.sch.uk/,perryfields-jun.essex.sch.uk,1,1,"{114903,143784}",0
www.perryfields-pri.sandwell.sch.uk/,perryfields-pri.sandwell.sch.uk,1,1,{103953},0
www.perryhall.co.uk/,perryhall.co.uk,0,1,{139870},0
www.perrymount.lewisham.sch.uk/,perrymount.lewisham.sch.uk,1,1,{100715},0
www.perrywoodprimary.co.uk,perrywoodprimary.co.uk,0,1,{139001},0
www.perseid.merton.sch.uk,perseid.merton.sch.uk,1,1,{102698},0
www.perton-first.staffs.sch.uk/,perton-first.staffs.sch.uk,1,1,{124177},0
www.petbankschool.co.uk,petbankschool.co.uk,0,1,{112220},0
www.petcheyacademy.org.uk,petcheyacademy.org.uk,0,1,{131062},0
www.peterbrookschool.com/,peterbrookschool.com,0,0,{104075},0
www.peterchurch.hereford.sch.uk,peterchurch.hereford.sch.uk,1,1,{116718},0
www.petergladwinschool.co.uk/,petergladwinschool.co.uk,0,1,{114443},0
www.peterhillsschool.co.uk,peterhillsschool.co.uk,0,1,{100837},0
www.peterhouse.norfolk.sch.uk,peterhouse.norfolk.sch.uk,1,1,"{139431,134052}",0
www.peterhouse.norfolk.sch.uk/,peterhouse.norfolk.sch.uk,1,1,{141691},0
www.peterhouseschool.com,peterhouseschool.com,0,0,{133748},0
www.peterleaprimaryschool.com,peterleaprimaryschool.com,0,0,{401591},0
www.petersfield.cambs.sch.uk,petersfield.cambs.sch.uk,1,1,{110836},0
www.petersgate-infant-school.co.uk/,petersgate-infant-school.co.uk,0,1,{116065},0
www.petershillprimary.org/,petershillprimary.org,0,0,{103791},0
www.pettshill.org/,pettshill.org,0,0,{134217},0
www.petworth.w-sussex.sch.uk/,petworth.w-sussex.sch.uk,1,1,{125990},0
www.pewithall.org.uk,pewithall.org.uk,0,1,{111141},0
www.pgprimary.co.uk/,pgprimary.co.uk,0,1,{101108},0
www.pheasantbankacademy.org.uk,pheasantbankacademy.org.uk,0,1,{137455},0
www.pheaseyparkfarmschool-public.sharepoint.com/,pheaseyparkfarmschool-public.sharepoint.com,0,0,{104219},0
www.philpotsmanorschool.co.uk,philpotsmanorschool.co.uk,0,1,{126141},0
www.phjs.co.uk,phjs.co.uk,0,1,"{101767,144382}",0
www.phoenixacademy.org.uk,phoenixacademy.org.uk,0,1,{143129},0
www.phoenix.coventry.sch.uk,phoenix.coventry.sch.uk,1,1,{103696},0
www.phoenixjuniors.co.uk/,phoenixjuniors.co.uk,0,1,{138510},0
www.phoenixlearningcare.co.uk,phoenixlearningcare.co.uk,0,1,{135673},0
www.phoenixlearning.co.uk,phoenixlearning.co.uk,0,1,{137892},0
www.phoenixparkacademy.co.uk,phoenixparkacademy.co.uk,0,1,{141101},0
www.phoenixplace.co.uk,phoenixplace.co.uk,0,1,{141701},0
www.phoenix-pri.essex.sch.uk,phoenix-pri.essex.sch.uk,1,1,{134021},0
www.phoenix-primary.kent.sch.uk/,phoenix-primary.kent.sch.uk,1,1,{133961},0
www.phoenixschool.ik.org,phoenixschool.ik.org,0,0,{122532},0
www.phoenixschool.org.uk,phoenixschool.org.uk,0,1,"{135227,144891}",0
www.phoenixstepacademy.org,phoenixstepacademy.org,0,0,{141190},0
www.physisgroup.co.uk,physisgroup.co.uk,0,1,{138580},0
www.pickhurst.com,pickhurst.com,0,0,{137070},0
www.picknalls.staffs.sch.uk,picknalls.staffs.sch.uk,1,1,{143952},0
www.piggott.wokingham.sch.uk,piggott.wokingham.sch.uk,1,1,{136891},0
www.pikefold.manchester.sch.uk,pikefold.manchester.sch.uk,1,1,{105470},0
www.pikemereschool.com/,pikemereschool.com,0,0,{111042},0
www.pikeslaneprimaryschool.co.uk/,pikeslaneprimaryschool.co.uk,0,1,{105161},0
www.pilgrimprimaryschool.co.uk/,pilgrimprimaryschool.co.uk,0,1,"{144188,113282}",0
www.pilgrimscross.co.uk,pilgrimscross.co.uk,0,1,{136407},0
www.pilgrims-way.kent.sch.uk,pilgrims-way.kent.sch.uk,1,1,"{118539,140345}",0
www.pilgrimswayprimary.co.uk/,pilgrimswayprimary.co.uk,0,1,{100818},0
www.pillowellschool.co.uk/,pillowellschool.co.uk,0,1,{115554},0
www.pilsleyprimary.co.uk,pilsleyprimary.co.uk,0,1,{112605},0
www.piltonbluecoat.devon.sch.uk/,piltonbluecoat.devon.sch.uk,1,1,{138315},0
www.pilton-inf.devon.sch.uk/,pilton-inf.devon.sch.uk,1,1,{113128},0
www.pimperne.dorset.sch.uk,pimperne.dorset.sch.uk,1,1,{113774},0
www.pinchbeckeast.lincs.sch.uk,pinchbeckeast.lincs.sch.uk,1,1,{120550},0
www.pinderfieldshospitalpru.co.uk,pinderfieldshospitalpru.co.uk,0,1,{139560},0
www.pineridgeandlorraine.co.uk/,pineridgeandlorraine.co.uk,0,1,"{143989,125064,125006,143995}",0
www.pinetreeschool.org.uk,pinetreeschool.org.uk,0,1,{139665},0
www.pinewoodinfants.co.uk/,pinewoodinfants.co.uk,0,1,{116158},0
www.pinewood.notts.sch.uk/,pinewood.notts.sch.uk,1,1,{122520},0
www.pinfoldprimaryschool.co.uk/,pinfoldprimaryschool.co.uk,0,1,{119209},0
www.pinfoldschool.co.uk/,pinfoldschool.co.uk,0,1,{104176},0
www.pinfold.tameside.sch.uk/,pinfold.tameside.sch.uk,1,1,{106181},0
www.pinkwellschool.org,pinkwellschool.org,0,0,{140671},0
www.pinnerparkinfant.harrow.sch.uk,pinnerparkinfant.harrow.sch.uk,1,1,{102207},0
www.pinnerparkjuniorschool.co.uk/,pinnerparkjuniorschool.co.uk,0,1,{102194},0
www.pinnerwoodfirst.harrow.sch.uk,pinnerwoodfirst.harrow.sch.uk,1,1,{102182},0
www.pinnerwood.harrow.sch.uk,pinnerwood.harrow.sch.uk,1,1,{131577},0
www.pinxtonkirkstead.derbyshire.sch.uk/,pinxtonkirkstead.derbyshire.sch.uk,1,1,{112608},0
www.pioneersacademy.net,pioneersacademy.net,0,0,{139597},0
www.pippins.slough.sch.uk/,pippins.slough.sch.uk,1,1,{110095},0
www.pipworthprimary.co.uk/,pipworthprimary.co.uk,0,1,{134751},0
www.pirbrightvillageprimaryschool.com,pirbrightvillageprimaryschool.com,0,0,{125040},0
www.pirtonschool.org.uk/,pirtonschool.org.uk,0,1,{117128},0
www.pitsfordprimary.org/,pitsfordprimary.org,0,0,{121850},0
www.pitsfordschool.com,pitsfordschool.com,0,0,{122151},0
www.pittington.durham.sch.uk/,pittington.durham.sch.uk,1,1,{114125},0
www.pittstreetinfantschool.co.uk/,pittstreetinfantschool.co.uk,0,1,{106683},0
www.pixieshill.herts.sch.uk/,pixieshill.herts.sch.uk,1,1,{117256},0
www.pjacademy.net/,pjacademy.net,0,0,{139359},0
www.placefarm.suffolk.sch.uk/,placefarm.suffolk.sch.uk,1,1,{138161},0
www.plainsfarmacademy.co.uk,plainsfarmacademy.co.uk,0,1,{139389},0
www.plaistowandkirdfordprimaryschool.co.uk,plaistowandkirdfordprimaryschool.co.uk,0,1,{125848},0
www.plaistowhill.org.uk/,plaistowhill.org.uk,0,1,{113295},0
www.plaistow.newham.sch.uk/,plaistow.newham.sch.uk,1,1,{132812},0
www.plattbridge.wigan.sch.uk/,plattbridge.wigan.sch.uk,1,1,{139300},0
www.platts-heath.kent.sch.uk/,platts-heath.kent.sch.uk,1,1,{118295},0
www.pleasantstreetprimary.co.uk/,pleasantstreetprimary.co.uk,0,1,{104569},0
www.pleckgate.com,pleckgate.com,0,0,{142088},0
www.plover.doncaster.sch.uk/,plover.doncaster.sch.uk,1,1,{131265},0
www.pluckleyprimaryschool.co.uk,pluckleyprimaryschool.co.uk,0,1,"{118669,138001}",0
www.plumberowprimaryacademy.org,plumberowprimaryacademy.org,0,0,{137381},0
www.plumbland.cumbria.sch.uk,plumbland.cumbria.sch.uk,1,1,{112275},0
www.plumcroftprimary.co.uk,plumcroftprimary.co.uk,0,1,{100140},0
www.plumpton.cumbria.sch.uk,plumpton.cumbria.sch.uk,1,1,{112120},0
www.plymbridge.net,plymbridge.net,0,0,{113052},0
www.plymouthart.ac.uk,plymouthart.ac.uk,0,1,{130650},0
www.plymouthcollege.com,plymouthcollege.com,0,0,{113609},0
www.plymouthgrove.net/,plymouthgrove.net,0,0,{105443},0
www.plymouthschoolofcreativearts.co.uk,plymouthschoolofcreativearts.co.uk,0,1,{139923},0
www.plympton.academy,plympton.academy,0,0,{136556},0
www.plymptonstmaryinfants.com,plymptonstmaryinfants.com,0,0,{113486},0
www.plympton-st-maurice-primary.org.uk/,plympton-st-maurice-primary.org.uk,0,1,"{143473,113316}",0
www.pmghs.com,pmghs.com,0,0,{136801},0
www.pochin.leics.sch.uk,pochin.leics.sch.uk,1,1,"{120110,138838}",0
www.pocklington-infants.org.uk,pocklington-infants.org.uk,0,1,{117987},0
www.pocklingtonjuniors.co.uk,pocklingtonjuniors.co.uk,0,1,"{143587,117863}",0
www.pokesdown.bournemouth.sch.uk,pokesdown.bournemouth.sch.uk,1,1,{113726},0
www.pokesdowncommunity.co.uk,pokesdowncommunity.co.uk,0,1,{139453},0
www.polebrook.northants.sch.uk/,polebrook.northants.sch.uk,1,1,{121987},0
www.polegateschool.co.uk/,polegateschool.co.uk,0,1,{114435},0
www.polehampton-inf.wokingham.sch.uk/,polehampton-inf.wokingham.sch.uk,1,1,{109981},0
www.polehampton-jun.wokingham.sch.uk/,polehampton-jun.wokingham.sch.uk,1,1,{134899},0
www.polesdenlaceyinfant.surrey.sch.uk/,polesdenlaceyinfant.surrey.sch.uk,1,1,{125052},0
www.pollingtonbalneprimary.com,pollingtonbalneprimary.com,0,0,{118044},0
www.polperro.cornwall.sch.uk,polperro.cornwall.sch.uk,1,1,"{142953,111955}",0
www.polruan.cornwall.sch.uk/,polruan.cornwall.sch.uk,1,1,"{142959,111883}",0
www.poltairschool.co.uk,poltairschool.co.uk,0,1,{112052},0
www.pondhu.cornwall.sch.uk,pondhu.cornwall.sch.uk,1,1,{111984},0
www.pontelandfirst.co.uk/,pontelandfirst.co.uk,0,1,{122217},0
www.poolegrammar.com,poolegrammar.com,0,0,{136850},0
www.poolespark.com,poolespark.com,0,0,{131741},0
www.poolhayes.attrust.org.uk,poolhayes.attrust.org.uk,0,1,{142594},0
www.poolhayesprimary.co.uk/,poolhayesprimary.co.uk,0,1,{104191},0
www.poolhouse.lancs.sch.uk,poolhouse.lancs.sch.uk,1,1,{119332},0
www.pool-in-wharfedale-leeds.co.uk/,pool-in-wharfedale-leeds.co.uk,0,1,{108000},0
www.poplar.merton.sch.uk,poplar.merton.sch.uk,1,1,{102644},0
www.poplarsfarm.bradford.sch.uk/,poplarsfarm.bradford.sch.uk,1,1,{107247},0
www.poplarstreet.tameside.sch.uk/,poplarstreet.tameside.sch.uk,1,1,{106204},0
www.porchester.notts.sch.uk/,porchester.notts.sch.uk,1,1,"{143887,122529}",0
www.poringlandprimary.co.uk/,poringlandprimary.co.uk,0,1,{120841},0
www.portchester.hants.sch.uk,portchester.hants.sch.uk,1,1,{116418},0
www.portersgrange.co.uk/,portersgrange.co.uk,0,1,{132792},0
www.portfieldschool.org.uk,portfieldschool.org.uk,0,1,{113942},0
www.port-isaac.cornwall.sch.uk/,port-isaac.cornwall.sch.uk,1,1,{111912},0
www.portisheadprimary.co.uk/,portisheadprimary.co.uk,0,1,"{143282,109074}",0
www.portlandcollege.org,portlandcollege.org,0,0,{108884},0
www.portland.outwood.com,portland.outwood.com,0,0,{138248},0
www.portlandschool.net,portlandschool.net,0,0,{124498},0
www.portlandspenceracademy.co.uk,portlandspenceracademy.co.uk,0,1,{140550},0
www.portobelloprimary.eschools.co.uk/,portobelloprimary.eschools.co.uk,0,1,{108336},0
www.portreath.cornwall.sch.uk/,portreath.cornwall.sch.uk,1,1,"{143441,111839}",0
www.portsdown.portsmouth.sch.uk/,portsdown.portsmouth.sch.uk,1,1,{116258},0
www.portsmouth-college.ac.uk,portsmouth-college.ac.uk,0,1,{130706},0
www.portwayinfant.co.uk/,portwayinfant.co.uk,0,1,{115857},0
www.portway.newham.sch.uk/,portway.newham.sch.uk,1,1,{131846},0
www.potkiln.net/,potkiln.net,0,0,{124536},0
www.potters-gate.surrey.sch.uk/,potters-gate.surrey.sch.uk,1,1,{125161},0
www.pottersgreen.coventry.sch.uk/,pottersgreen.coventry.sch.uk,1,1,{103659},0
www.potterstreet.essex.sch.uk,potterstreet.essex.sch.uk,1,1,{115061},0
www.potterstreet.essex.sch.uk/,potterstreet.essex.sch.uk,1,1,{139802},0
www.pottonfederation.co.uk,pottonfederation.co.uk,0,1,{109475},0
www.pottshrigleycs.co.uk,pottshrigleycs.co.uk,0,1,{111462},0
www.poulnerinfantschool.com/,poulnerinfantschool.com,0,0,{116031},0
www.poultonstchadsce.lancs.sch.uk/,poultonstchadsce.lancs.sch.uk,1,1,{119556},0
www.poundhillinfantacademy.org.uk,poundhillinfantacademy.org.uk,0,1,{142290},0
www.powellcorderoy.co.uk/,powellcorderoy.co.uk,0,1,{125151},0
www.powershall.co.uk/,powershall.co.uk,0,1,{139871},0
www.powershallinfantschool.co.uk,powershallinfantschool.co.uk,0,1,{114944},0
www.powershalljunior.ik.org,powershalljunior.ik.org,0,0,{114957},0
www.powerstock.dorset.sch.uk/,powerstock.dorset.sch.uk,1,1,{113812},0
www.pownallgreen.stockport.sch.uk/,pownallgreen.stockport.sch.uk,1,1,{106089},0
www.prees.shropshire.sch.uk,prees.shropshire.sch.uk,1,1,"{143323,123494}",0
www.prendergastvale.com,prendergastvale.com,0,0,{135843},0
www.prentonhighschool.co.uk,prentonhighschool.co.uk,0,1,{137130},0
www.prentonprimary.co.uk/,prentonprimary.co.uk,0,1,{103598},0
www.prestburystmarys.co.uk/,prestburystmarys.co.uk,0,1,{115696},0
www.prestolee.bolton.sch.uk/,prestolee.bolton.sch.uk,1,1,{141915},0
www.prestoncofeprimary.co.uk/,prestoncofeprimary.co.uk,0,1,{140305},0
www.prestongrangeprimary.co.uk/,prestongrangeprimary.co.uk,0,1,{108578},0
www.prestonparkschool.co.uk/,prestonparkschool.co.uk,0,1,{101510},0
www.prestonprimary.co.uk/,prestonprimary.co.uk,0,1,{111535},0
www.prestonprimary.org.uk,prestonprimary.org.uk,0,1,{118401},0
www.prestonprimaryschool.net/,prestonprimaryschool.net,0,0,{121061},0
www.prestonprimaryschool.org,prestonprimaryschool.org,0,0,{117864},0
www.preston.torbay.sch.uk/,preston.torbay.sch.uk,1,1,{141237},0
www.prestwich.bury.sch.uk,prestwich.bury.sch.uk,1,1,{105362},0
www.prestwoodinfants.org,prestwoodinfants.org,0,0,{110247},0
www.prestwoodjunior.com,prestwoodjunior.com,0,0,{110304},0
www.prettygate-inf.essex.sch.uk/,prettygate-inf.essex.sch.uk,1,1,{114744},0
www.priddyandstlawrences.co.uk,priddyandstlawrences.co.uk,0,1,{123658},0
www.priddyandstlawrences.org/,priddyandstlawrences.org,0,0,{123779},0
www.priestley.wilts.sch.uk/,priestley.wilts.sch.uk,1,1,{126254},0
www.priestmead.harrow.sch.uk,priestmead.harrow.sch.uk,1,1,{102195},0
www.priestnall.stockport.sch.uk,priestnall.stockport.sch.uk,1,1,{106133},0
www.priestsicprimaryschool.co.uk/,priestsicprimaryschool.co.uk,0,1,{122468},0
www.priestthorpe.eschools.co.uk,priestthorpe.eschools.co.uk,0,1,"{144890,107257}",0
www.primaryschoolsnorthdevon.co.uk/,primaryschoolsnorthdevon.co.uk,0,1,{113137},0
www.primary.uffculmeschool.net/,primary.uffculmeschool.net,0,0,{139887},0
www.primrosehillcofeacademy.org.uk/,primrosehillcofeacademy.org.uk,0,1,{139643},0
www.primrosehill.leeds.sch.uk,primrosehill.leeds.sch.uk,1,1,{107850},0
www.primrosehillprimary.co.uk/,primrosehillprimary.co.uk,0,1,{129466},0
www.primrosehillschool.org.uk/,primrosehillschool.org.uk,0,1,{119309},0
www.primroselane.somerset.sch.uk,primroselane.somerset.sch.uk,1,1,{142327},0
www.princealbert.bham.sch.uk,princealbert.bham.sch.uk,1,1,"{103154,142230}",0
www.princeavenue.co.uk/,princeavenue.co.uk,0,1,{140672},0
www.princecroft.wilts.sch.uk/,princecroft.wilts.sch.uk,1,1,{126259},0
www.princeedward.org.uk/,princeedward.org.uk,0,1,{107090},0
www.princefield.staffs.sch.uk/,princefield.staffs.sch.uk,1,1,{124173},0
www.princesmeadschool.org.uk,princesmeadschool.org.uk,0,1,{116552},0
wwwprincesrisboroughprimary.bucks.sc.uk,wwwprincesrisboroughprimary.bucks.sc.uk,0,1,{143534},0
www.princessfrederica.brent.sch.uk/,princessfrederica.brent.sch.uk,1,1,{101535},0
www.princessmay.hackney.sch.uk/,princessmay.hackney.sch.uk,1,1,{100239},0
www.princethorpeinfants.org.uk,princethorpeinfants.org.uk,0,1,{143436},0
www.princethorpe-jun.bham.sch.uk,princethorpe-jun.bham.sch.uk,1,1,{103244},0
www.princethorpejuniors.org.uk/,princethorpejuniors.org.uk,0,1,{103245},0
www.princetown-primary.devon.sch.uk/,princetown-primary.devon.sch.uk,1,1,{113261},0
www.princeville.bradford.sch.uk/,princeville.bradford.sch.uk,1,1,{107239},0
www.priorheathinfant.co.uk/,priorheathinfant.co.uk,0,1,{125028},0
www.priorparkschools.com,priorparkschools.com,0,0,{126533},0
www.priorscourt.org.uk,priorscourt.org.uk,0,1,{132003},0
www.priorsfieldprimary.com,priorsfieldprimary.com,0,0,{125609},0
www.priorsleeprimaryacademy.com/,priorsleeprimaryacademy.com,0,0,{136439},0
www.priorsschool.co.uk,priorsschool.co.uk,0,1,{131055},0
www.priorswoodprimary.co.uk,priorswoodprimary.co.uk,0,1,{139388},0
www.priorswoodschool.com/,priorswoodschool.com,0,0,{117271},0
www.priorweston.islington.sch.uk,priorweston.islington.sch.uk,1,1,{100434},0
www.prioryacademies.co.uk,prioryacademies.co.uk,0,1,{135565},0
www.prioryce.notts.sch.uk/,prioryce.notts.sch.uk,1,1,{122823},0
www.prioryceprimary.org.uk/,prioryceprimary.org.uk,0,1,"{132240,144543}",0
www.priorychildrensservices.co.uk,priorychildrensservices.co.uk,0,1,"{142534,142925}",0
www.priorycity.co.uk,priorycity.co.uk,0,1,{135564},0
www.prioryeducation.com,prioryeducation.com,0,0,{113026},0
www.priorygroup.com,priorygroup.com,0,0,"{131575,131975}",0
www.priory-jun.notts.sch.uk/,priory-jun.notts.sch.uk,1,1,{122531},0
www.priory.kent.sch.uk,priory.kent.sch.uk,1,1,{118416},0
www.priorylanecommunityschool.com,priorylanecommunityschool.com,0,0,{117756},0
www.priorylower.co.uk/,priorylower.co.uk,0,1,{109436},0
www.priorypark.org/,priorypark.org,0,0,{110687},0
www.prioryprimary.org.uk,prioryprimary.org.uk,0,1,{108570},0
www.prioryprimaryschool.org.uk/,prioryprimaryschool.org.uk,0,1,{140290},0
www.prioryrise.milton-keynes.sch.uk,prioryrise.milton-keynes.sch.uk,1,1,{135272},0
www.prioryschool.com,prioryschool.com,0,0,{110089},0
www.procat.ac.uk,procat.ac.uk,0,1,{141084},0
www.progress-schools.co.uk,progress-schools.co.uk,0,1,{135754},0
www.prospecthill.notts.sch.uk/,prospecthill.notts.sch.uk,1,1,{122730},0
www.prospectschoolhavant.com,prospectschoolhavant.com,0,0,{133581},0
www.prospectvale.stockport.sch.uk,prospectvale.stockport.sch.uk,1,1,{106071},0
www.provostwilliams.warwickshire.sch.uk,provostwilliams.warwickshire.sch.uk,1,1,{130875},0
www.prudhoeeschools.co.uk,prudhoeeschools.co.uk,0,1,{122218},0
www.pru.leicester.sch.uk,pru.leicester.sch.uk,1,1,{132824},0
www.psc.ac.uk,psc.ac.uk,0,1,{130708},0
www.ptoetraining.co.uk,ptoetraining.co.uk,0,1,{135604},0
www.pucklechurchprimary.org.uk/,pucklechurchprimary.org.uk,0,1,{109171},0
www.pudseylowtown.org.uk,pudseylowtown.org.uk,0,1,{107862},0
